source,identifier,title,description
ACERT,CWE-688,CWE-688 (Function Call With Incorrect Variable or Reference as Argument) is present in a module,"The software calls a function, procedure, or routine, but the caller specifies the wrong variable or reference as one of the arguments, which may lead to undefined behavior and resultant weaknesses."
ACERT,CWE-689,CWE-689 (Permission Race Condition During Resource Copy) is present in a module,"The product, while copying or cloning a resource, does not set the resource's permissions or access control until the copy is complete, leaving the resource exposed to other spheres while the copy is taking place."
ACERT,CWE-690,CWE-690 (Unchecked Return Value to NULL Pointer Dereference) is present in a module,"The product does not check for an error after calling a function that can return with a NULL pointer if the function fails, which leads to a resultant NULL pointer dereference."
ACERT,CWE-691,CWE-691 (Insufficient Control Flow Management) is present in a module,"The code does not sufficiently manage its control flow during execution, creating conditions in which the control flow can be modified in unexpected ways."
ACERT,CWE-692,CWE-692 (Incomplete Denylist to Cross-Site Scripting) is present in a module,"The product uses a denylist-based protection mechanism to defend against XSS attacks, but the denylist is incomplete, allowing XSS variants to succeed."
ACERT,CWE-693,CWE-693 (Protection Mechanism Failure) is present in a module,The product does not use or incorrectly uses a protection mechanism that provides sufficient defense against directed attacks against the product.
ACERT,CWE-694,CWE-694 (Use of Multiple Resources with Duplicate Identifier) is present in a module,"The software uses multiple resources that can have the same identifier, in a context in which unique identifiers are required."
ACERT,CWE-695,CWE-695 (Use of Low-Level Functionality) is present in a module,The software uses low-level functionality that is explicitly prohibited by the framework or specification under which the software is supposed to operate.
ACERT,CWE-696,CWE-696 (Incorrect Behavior Order) is present in a module,"The product performs multiple related behaviors, but the behaviors are performed in the wrong order in ways which may produce resultant weaknesses."
ACERT,CWE-697,CWE-697 (Incorrect Comparison) is present in a module,"The software compares two entities in a security-relevant context, but the comparison is incorrect, which may lead to resultant weaknesses."
ACERT,CWE-698,CWE-698 (Execution After Redirect (EAR)) is present in a module,"The web application sends a redirect to another location, but instead of exiting, it executes additional code."
ACERT,CWE-703,CWE-703 (Improper Check or Handling of Exceptional Conditions) is present in a module,The software does not properly anticipate or handle exceptional conditions that rarely occur during normal operation of the software.
ACERT,CWE-704,CWE-704 (Incorrect Type Conversion or Cast) is present in a module,"The software does not correctly convert an object, resource, or structure from one type to a different type."
ACERT,CWE-705,CWE-705 (Incorrect Control Flow Scoping) is present in a module,The software does not properly return control flow to the proper location after it has completed a task or detected an unusual condition.
ACERT,CWE-706,CWE-706 (Use of Incorrectly-Resolved Name or Reference) is present in a module,"The software uses a name or reference to access a resource, but the name/reference resolves to a resource that is outside of the intended control sphere."
ACERT,CWE-707,CWE-707 (Improper Neutralization) is present in a module,The product does not ensure or incorrectly ensures that structured messages or data are well-formed and that certain security properties are met before being read from an upstream component or sent to a downstream component.
ACERT,CWE-708,CWE-708 (Incorrect Ownership Assignment) is present in a module,"The software assigns an owner to a resource, but the owner is outside of the intended control sphere."
ACERT,CWE-710,CWE-710 (Improper Adherence to Coding Standards) is present in a module,"The software does not follow certain coding rules for development, which can lead to resultant weaknesses or increase the severity of the associated vulnerabilities."
ACERT,CWE-732,CWE-732 (Incorrect Permission Assignment for Critical Resource) is present in a module,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.
